customer_id,first_name,last_name,gender,date_of_birth,age,email,phone_number,address,city_id,city_name,state_id,pin_code,city_tier,region_id,occupation,annual_income_inr,customer_segment,product_line,plan_id,acquisition_channel,acquisition_date,tenure_months,customer_status,churn_date
C0001310,Priya,Trivedi,Female,01-04-1995,31,priya.trivedi154@hotmail.com,+917517523340,"Plot 153, Civil Lines Street, Gurugram",CT0009,Gurugram,ST002,122451,Metro,RG01,Student,118412.0,Mass,Prepaid Mobile,PL001,Retail Store,23-08-2016,115,Active,
C0001311,Kabir,Nayak,Male,31-03-2004,22,user408_at_mail,+916435773436,"Plot 338, Old Road, Coimbatore",CT0016,Coimbatore,ST016,641987,Tier-2,RG03,Auto/Cab Driver,467336.0,Premium,Postpaid Mobile,PL008,Tele-sales,09-08-2024,11,Churned,21-07-2025
C0001312,Saanvi,Sen,Female,31-03-2008,18,saanvi.sen684@gmail.com,+918307021542,"Villa 265, Model Town Cross, Pune",CT0007,Pune,ST010,411641,Metro,RG02,School Teacher,492839.0,Mass,Prepaid Mobile,PL002,Tele-sales,31-12-2016,110,Active,
C0001313,Aadhya,Mahanta,Female,31-03-1993,33,aadhya.mahanta105@hotmail.com,+919998994692,"Shop No. 142, Gandhi Road, Rourkela",CT0055,Rourkela,ST023,769090,Tier-3,RG04,Bank Officer,1139036.0,Premium,Postpaid Mobile,PL011,Retail Store,20-11-2024,16,Active,
C0001314,Sana,Khan,Female,31-03-1993,33,sana.khan946@rediffmail.com,+917582831919,"House No. 226, Green Park Street, Patna",CT0021,Patna,ST024,800124,Tier-2,RG04,Farmer,262911.0,Premium,Postpaid Mobile,PL010,Retail Store,23-01-2016,122,Active,
C0001315,Rajesh,Chatterjee,Male,01-04-1995,31,rajesh.chatterjee893@gmail.com,+919257357137,"Door No. 157, Civil Lines Nagar, Ranchi",CT0025,Ranchi,ST025,834711,Tier-2,RG04,Lawyer,2405793.0,Value,Prepaid Mobile,PL005,Online,16-11-2024,16,Active,
C0001316,Akash,Borah,Male,31-03-1973,53,akash.borah325@rediffmail.com,+916201607045,"Villa 250, Hill Phase, Raipur",CT0026,Raipur,ST027,492064,Tier-2,RG04,Government Employee,781839.0,Premium,5G,PL013,Retail Store,27-01-2025,14,Active,
C0001317,Deepak,Pawar,Male,31-03-1973,53,deepak.pawar659@rediffmail.com,+918260881584,"Apartment 238, Indira Nagar, Chennai",CT0004,Chennai,ST016,600428,Metro,RG03,Operations Manager,782482.0,Value,Prepaid Mobile,PL005,Field Agent,01-01-2014,146,Active,
C0001318,Riya,Gupta,Female,31-03-1986,40,riya.gupta564@outlook.com,+918426736545,"Door No. 17, Civil Lines Phase, Kochi",CT0017,Kochi,ST017,682295,Tier-2,RG03,School Teacher,756393.0,Mass,Prepaid Mobile,PL001,Retail Store,10-01-2025,9,Churned,09-11-2025
C0001319,Mohit,Parmar,Male,31-03-2000,26,mohit.parmar107@outlook.com,+918330438797,"Villa 64, Vasant Cross, Dehradun",CT0033,Dehradun,ST006,248441,Tier-2,RG01,Nurse,401223.0,Value,Prepaid Mobile,PL003,Retail Store,12-12-2016,111,Active,
C0001320,Navya,Iyer,Female,01-04-1999,27,navya.iyer583@rediffmail.com,+916561208267,"Flat 50, Subhash Cross, New Delhi",CT0001,New Delhi,ST001,110218,Metro,RG01,HR Executive,583085.0,Mass,Prepaid Mobile,PL001,Tele-sales,05-08-2017,103,Active,
C0001321,Siddharth,Chandran,Male,31-03-2005,21,siddharth.chandran87@outlook.com,+918377323917,"House No. 266, Civil Lines Phase, Bilaspur",CT0059,Bilaspur,ST027,495316,Tier-3,RG04,Small Business Owner,363809.0,Premium,OTT Bundles,PL020,Referral,13-05-2018,94,Active,
C0001322,Tanvi,Parmar,Female,31-03-1986,40,tanvi.parmar344@gmail.com,+918602062486,"Villa 162, Industrial Nagar, Chennai",CT0004,Chennai,ST016,600106,Metro,RG03,Police Officer,548708.0,Value,Prepaid Mobile,PL005,Retail Store,03-02-2020,73,Active,
C0001323,Vijay,Chandran,Male,31-03-1980,46,vijay.chandran330@outlook.com,+918636512057,"House No. 137, Lake Street, Visakhapatnam",CT0018,Visakhapatnam,ST018,530644,Tier-2,RG03,Small Business Owner,1237236.0,Premium,5G,PL013,Online,13-05-2019,82,Active,
C0001324,Vihaan,More,Male,31-03-1992,34,vihaan.more527@hotmail.com,+918854088338,"House No. 179, Krishna Nagar, Kolkata",CT0005,Kolkata,ST022,700570,Metro,RG04,Lawyer,490671.0,Premium,Fiber Broadband,PL017,Online,01-01-2014,146,Active,
C0001325,Aishwarya,Chavan,Female,31-03-1997,29,aishwarya.chavan129@hotmail.com,+918893276610,"Apartment 344, New Street, Kanpur",CT0036,Kanpur,ST004,208460,Tier-2,RG01,Lawyer,1944207.0,Premium,5G,PL012,Tele-sales,26-02-2025,10,Churned,16-01-2026
C0001326,Imran,Naidu,Male,31-03-1984,42,imran.naidu823@rediffmail.com,+916957010035,"Flat 362, Green Park Marg, Noida",CT0010,Noida,ST004,201126,Metro,RG01,Retired,236995.0,Mass,Prepaid Mobile,PL001,Retail Store,23-01-2021,61,Churned,06-03-2026
C0001327,Krishna,Sahoo,Male,31-03-1974,52,krishna.sahoo396@yahoo.in,+917674571415,"Door No. 183, Civil Lines Colony, Nashik",CT0030,Nashik,ST010,422860,Tier-2,RG02,Homemaker,51120.0,Premium,Fiber Broadband,PL018,Field Agent,05-11-2016,112,Active,
C0001328,Lakshmi,Desai,Female,31-03-1990,36,lakshmi.desai47@gmail.com,+916991328804,"Door No. 355, Gandhi Layout, Bilaspur",CT0059,Bilaspur,ST027,495048,Tier-3,RG04,Retail Shopkeeper,223294.0,Value,Prepaid Mobile,PL004,Referral,17-05-2015,130,Active,
C0001329,Aditya,Sarkar,Male,31-03-1982,44,aditya.sarkar901@rediffmail.com,+916245215717,"Door No. 153, Model Town Lane, Madurai",CT0028,Madurai,ST016,625555,Tier-2,RG03,Farmer,351784.0,Value,Prepaid Mobile,PL004,Online,31-05-2019,81,Active,
C0001330,Lata,Bose,Female,31-03-1988,38,lata.bose67@yahoo.in,+916331816908,"Plot 6, Vivekananda Road, Noida",CT0010,Noida,ST004,201708,Metro,RG01,School Teacher,635732.0,Value,Postpaid Mobile,PL007,Retail Store,04-11-2017,100,Active,
C0001331,Tanvi,Achar,Female,31-03-1997,29,tanvi.achar328@rediffmail.com,+917517525435,"Flat 143, MG Road, Gurugram",CT0009,Gurugram,ST002,122014,Metro,RG01,Freelancer,1213425.0,Premium,Postpaid Mobile,PL008,App Self-Service,18-02-2025,13,Active,
C0001332,Aishwarya,Chandran,Female,31-03-2008,18,aishwarya.chandran655@rediffmail.com,+916450126183,"Flat 229, Patel Layout, Bikaner",CT0051,Bikaner,ST005,334623,Tier-3,RG01,Operations Manager,1623373.0,Value,Prepaid Mobile,PL004,Retail Store,18-01-2017,110,Active,
C0001333,Sunita,Nair,Female,31-03-1990,36,sunita.nair84@hotmail.com,+919242487932,"House No. 140, Model Town Cross, Kollam",CT0046,Kollam,ST017,691554,Tier-3,RG03,Government Employee,957247.0,Premium,Postpaid Mobile,PL009,Online,01-06-2025,9,Active,
C0001334,Siddharth,Pawar,Male,31-03-1989,37,siddharth.pawar917@rediffmail.com,+916431230514,"Door No. 294, Lakshmi Street, Nashik",CT0030,Nashik,ST010,422363,Tier-2,RG02,Police Officer,373482.0,Premium,Postpaid Mobile,PL011,App Self-Service,01-01-2014,146,Active,
C0001335,Reyansh,Aggarwal,Male,31-03-1997,29,reyansh.aggarwal413@outlook.com,+917230180254,"Villa 8, Ashok Street, Bikaner",CT0051,Bikaner,ST005,334164,Tier-3,RG01,Operations Manager,1248556.0,Premium,Prepaid Mobile,PL006,Online,01-01-2014,146,Active,
C0001336,Karthik,Mehrotra,Male,31-03-1972,54,karthik.mehrotra883@hotmail.com,+916179919227,"Shop No. 110, Subhash Phase, Indore",CT0013,Indore,ST012,452523,Tier-2,RG02,Data Analyst,1086940.0,Mass,Prepaid Mobile,PL002,Online,29-06-2019,81,Active,
C0001337,Fatima,Iyer,Female,31-03-1993,33,fatima.iyer73@gmail.com,+919873114567,"Villa 99, Tilak Phase, Lucknow",CT0012,Lucknow,ST004,226499,Tier-2,RG01,Sales Executive,601811.0,Premium,Fiber Broadband,PL016,Field Agent,01-01-2014,146,Active,
C0001338,Krishna,Solanki,Male,01-04-2003,23,krishna.solanki600@outlook.com,+919757817932,"Shop No. 219, Old Nagar, Kollam",CT0046,Kollam,ST017,691900,Tier-3,RG03,Operations Manager,1668096.0,Mass,Prepaid Mobile,PL002,App Self-Service,17-10-2017,69,Churned,29-07-2023
C0001339,Akash,Banerjee,Male,31-03-1985,41,akash.banerjee808@outlook.com,+919748500413,"Door No. 350, Ashok Road, Coimbatore",CT0016,Coimbaatore,ST016,641627,Tier-2,RG03,Marketing Manager,1747054.0,Premium,Prepaid Mobile,PL006,Partner/Reseller,12-03-2019,84,Active,
C0001340,Pooja,Mishra,Female,31-03-1978,48,pooja.mishra186@rediffmail.com,+918859710504,"Door No. 280, Park View Nagar, Vadodara",CT0020,Vadodara,ST011,390484,Tier-2,RG02,Factory Worker,281823.0,Enterprise,Enterprise,PL022,Tele-sales,01-01-2014,146,Active,
C0001341,Reyansh,Iyer,Male,31-03-2001,25,reyansh.iyer463@yahoo.in,+918237709005,"Shop No. 319, New Layout, Shillong",CT0065,Shillong,ST034,793144,Tier-3,RG04,Sales Executive,363264.0,Value,Prepaid Mobile,PL003,Retail Store,20-06-2019,81,Active,
C0001342,Kiara,Dutta,Female,31-03-2008,18,,+917011679394,"Apartment 345, Green Park Sector, Hyderabad",CT0006,Hyderabad,ST019,500720,Metro,RG03,Nurse,,Value,Prepaid Mobile,PL004,Retail Store,10-02-2021,61,Active,
C0001343,Pankaj,Vyas,Male,31-03-1977,49,pankaj.vyas326@hotmail.com,+919790676817,"Door No. 98, Janpath Marg, Lucknow",CT0012,Lucknow,ST004,226980,Tier-2,RG01,Homemaker,86081.0,Value,Prepaid Mobile,PL003,Online,23-01-2018,98,Active,
C0001344,Sunita,Das,Female,01-04-2003,23,sunita.das354@yahoo.in,+919313690530,"Shop No. 263, Rajaji Layout, Chandigarh",CT0023,Chandigarh,ST009,160875,Tier-2,RG01,Government Employee,1143052.0,Enterprise,Enterprise,PL021,Field Agent,24-07-2014,140,Active,
C0001345,Deepa,Desai,Female,31-03-1985,41,deepa.desai890@gmail.com,+919129253857,"Flat 351, Vasant Road, Ludhiana",CT0031,Ludhiana,ST003,141816,Tier-2,RG01,Freelancer,202975.0,Value,OTT Bundles,PL019,Tele-sales,11-02-2015,133,Active,
C0001346,Suresh,Dutta,Male,31-03-1986,40,suresh.dutta546@outlook.com,+916931414117,"Shop No. 163, Park View Colony, Pune",CT0007,Pune,ST010,411233,Metro,RG02,Civil Engineer,1182127.0,Enterprise,Enterprise,PL021,Retail Store,27-01-2015,134,Active,
C0001347,Ramesh,Ahmed,Male,31-03-1994,32,ramesh.ahmed866@gmail.com,+919849328090,"Apartment 323, Park View Lane, Hubballi",CT0047,Hubballi,ST015,580155,Tier-3,RG03,Data Analyst,1346904.0,Mass,Prepaid Mobile,PL001,App Self-Service,13-08-2018,74,Churned,11-11-2024
C0001348,Naveen,Pathan,Male,31-03-1977,49,,+916535305202,"Shop No. 139, Vivekananda Cross, Ajmer",CT0040,Ajmer,ST005,305662,Tier-3,RG01,Farmer,158042.0,Premium,Postpaid Mobile,PL010,App Self-Service,14-02-2024,7,Churned,01-10-2024
C0001349,Sneha,Roy,Female,31-03-1986,40,sneha.roy5@rediffmail.com,+917153579604,"Apartment 308, Patel Sector, Coimbatore",CT0016,Coimbatore,ST016,641048,Tier-2,RG03,Marketing Manager,1459531.0,Mass,Prepaid Mobile,PL001,Retail Store,02-02-2016,121,Active,
C0001350,Ishaan,More,Male,31-03-1964,62,ishaan.more484@outlook.com,+917555272752,"Plot 191, Lakshmi Road, Ahmedabad",CT0008,Ahmedabad,ST011,380554,Metro,RG02,Factory Worker,353511.0,Premium,Postpaid Mobile,PL008,Tele-sales,25-02-2019,85,Active,
C0001351,Megha,Ansari,Female,31-03-1996,30,megha.ansari333@yahoo.in,+916013176278,"Flat 275, Park View Road, Belagavi",CT0041,Belagavi,ST015,590490,Tier-3,RG03,Homemaker,175132.0,Premium,Fiber Broadband,PL017,Online,01-01-2014,146,Active,
C0001352,Imran,Syed,Male,31-03-1997,29,imran.syed463@gmail.com,+917906635376,"Flat 209, Indira Cross, Shimla",CT0061,Shimla,ST007,171546,Tier-3,RG01,Small Business Owner,858199.0,Value,Prepaid Mobile,PL004,Retail Store,06-09-2025,5,Churned,02-03-2026
C0001353,Aryan,Solanki,Male,31-03-1993,33,aryan.solanki397@yahoo.in,+917087426148,"Apartment 363, Lakshmi Nagar, Indore",CT0013,Indore,ST012,452920,Tier-2,RG02,Police Officer,632981.0,Premium,OTT Bundles,PL020,Online,26-08-2018,91,Active,
C0001354,Megha,Bose,Female,31-03-1989,37,megha.bose582@gmail.com,+919981337816,"Apartment 279, Subhash Phase, Mysuru",CT0027,Mysuru,ST015,570644,Tier-2,RG03,Nurse,,Value,Prepaid Mobile,PL003,Online,31-12-2016,61,Churned,08-02-2022
C0001355,Pari,Dutta,Female,31-03-1970,56,pari.dutta205@hotmail.com,+919464361901,"Villa 72, Civil Lines Lane, Raipur",CT0026,RAIPUR,ST027,492153,Tier-2,RG04,Retired,760088.0,Value,Fiber Broadband,PL015,Tele-sales,01-01-2014,146,Active,
C0001356,Rohan,Iyer,Male,31-03-2005,21,rohan.iyer499@rediffmail.com,+918076524440,"Door No. 122, Indira Sector, Nashik",CT0030,Nashik,ST010,422279,Tier-2,RG02,Nurse,250503.0,Enterprise,Enterprise,PL022,Retail Store,16-05-2020,70,Active,
C0001357,Devansh,Subramanian,Male,31-03-1986,40,,+918547051665,"Flat 378, MG Layout, Amritsar",CT0032,Amritsar,ST003,143995,Tier-2,RG01,Civil Engineer,982608.0,Premium,5G,PL012,Retail Store,30-08-2018,90,Active,
C0001358,Deepak,Khan,Male,31-03-2008,18,,+917113977244,"Villa 108, Rajaji Cross, Chennai",CT0004,Chennai,ST016,600531,Metro,RG03,Freelancer,290110.0,Value,Fiber Broadband,PL015,Online,15-10-2016,113,Active,
C0001359,Vikram,More,Male,31-03-1972,54,vikram.more297@yahoo.in,+916028379981,"Villa 131, Ashok Cross, Gaya",CT0057,Gaya,ST024,823265,Tier-3,RG04,Government Employee,647619.0,Premium,Prepaid Mobile,PL006,Retail Store,01-04-2015,131,Active,
C0001360,Sneha,Modi,Female,31-03-1982,44,sneha.modi393@yahoo.in,+916440761891,"Plot 388, Model Town Cross, Ludhiana",CT0031,Ludhiana,ST003,141291,Tier-2,RG01,Civil Engineer,1474457.0,Premium,Prepaid Mobile,PL006,Online,08-11-2016,112,Active,
C0001361,Sarika,Reddy,Female,31-03-1998,28,sarika.reddy691@yahoo.in,+917923854463,"Flat 310, Tilak Nagar, Bengaluru",CT0003,Bengaluru,ST015,560776,Metro,RG03,Chartered Accountant,1901037.0,Value,Prepaid Mobile,PL004,Field Agent,05-04-2020,69,Churned,14-01-2026
C0001362,Sarika,Menon,Female,31-03-1985,41,sarika.menon358@outlook.com,+917031689387,"House No. 54, Patel Lane, Dehradun",CT0033,Dehradun,ST006,248525,Tier-2,RG01,Student,70247.0,Value,Prepaid Mobile,PL004,Tele-sales,21-09-2022,42,Active,
C0001363,Ankit,Nair,Male,31-03-2002,24,ankit.nair611@outlook.com,+918372162804,"Flat 49, Tilak Sector, Aurangabad",CT0038,Aurangabad,ST010,431268,Tier-2,RG02,Homemaker,115134.0,Value,Prepaid Mobile,PL003,Retail Store,12-12-2017,99,Active,
C0001364,Naveen,Gupta,Male,01-04-1983,43,naveen.gupta312@yahoo.in,+919857586479,"House No. 78, Patel Phase, Belagavi",CT0041,Belagavi,ST015,590029,Tier-3,RG03,Police Officer,955362.0,Premium,Prepaid Mobile,PL006,Retail Store,01-01-2014,146,Active,
C0001365,Kiara,Bhardwaj,Female,31-03-2008,18,kiara.bhardwaj366@yahoo.in,+918804216582,"Flat 229, Old Phase, Durgapur",CT0053,Durgapur,ST022,713521,Tier-3,RG04,Nurse,487903.0,Enterprise,IoT Solutions,PL024,Tele-sales,30-11-2022,39,Active,
C0001366,Asha,Rastogi,Female,01-04-1979,47,asha.rastogi422@yahoo.in,+918479456842,"Apartment 36, Vasant Street, Siliguri",CT0052,Siliguri,ST022,734050,Tier-3,RG04,Freelancer,579079.0,Premium,Prepaid Mobile,PL006,Retail Store,01-01-2014,43,Churned,23-08-2017
C0001367,Myra,Sheikh,Female,31-03-1989,37,myra.sheikh510@yahoo.in,+916680265243,"Apartment 165, Krishna Layout, Bengaluru",CT0003,Bengaluru,ST015,560094,Metro,RG03,HR Executive,364849.0,Premium,5G,PL014,Tele-sales,12-04-2016,119,Active,
C0001368,Radha,Hussain,Female,31-03-2006,20,radha.hussain707@gmail.com,+918493711955,"Apartment 98, New Colony, Chandigarh",CT0023,Chandigarh,ST009,160361,Tier-2,RG01,Civil Engineer,406936.0,Value,Prepaid Mobile,PL004,Referral,11-07-2023,32,Active,
C0001369,Sridevi,Kulkarni,Female,31-03-2001,25,sridevi.kulkarni523@gmail.com,+917804452315,"Villa 123, Tilak Cross, Belagavi",CT0041,Belagavi,ST015,590593,Tier-3,RG03,Homemaker,47046.0,Premium,5G,PL013,Retail Store,02-02-2017,109,Active,
C0001370,Suresh,Hussain,Male,31-03-1981,45,suresh.hussain173@gmail.com,+916447253775,"Flat 244, Industrial Lane, Durgapur",CT0053,Durgapur,ST022,713661,Tier-3,RG04,Civil Engineer,1468156.0,Mass,Prepaid Mobile,PL002,Retail Store,28-09-2014,74,Churned,21-12-2020
C0001371,Sunita,Saha,Female,01-04-1983,43,sunita.saha368@yahoo.in,+916705687484,"Shop No. 345, Ashok Layout, Kolkata",CT0005,Kolkata,ST022,700036,Metro,RG04,Homemaker,6331.0,Premium,Fiber Broadband,PL018,Retail Store,02-01-2024,26,Active,
C0001372,Sridevi,More,Female,01-04-1975,51,sridevi.more303@gmail.com,+916482438626,"Plot 67, Model Town Sector, Bhopal",CT0014,Bhopal,ST012,462070,Tier-2,RG02,Data Analyst,984142.0,Value,Prepaid Mobile,PL005,Retail Store,01-01-2014,146,Active,
C0001373,Ayaan,Chakraborty,Male,01-04-1971,55,ayaan.chakraborty28@yahoo.in,+916486630196,"House No. 288, Model Town Street, Gurugram",CT0009,Gurugram,ST002,122316,Metro,RG01,Software Engineer,2003290.0,Value,Postpaid Mobile,PL007,Online,07-05-2024,22,Active,
C0001374,Rajesh,Aggarwal,Male,01-04-1991,35,rajesh.aggarwal793@outlook.com,+917129666768,"Plot 395, Nehru Road, Kollam",CT0046,Kollam,ST017,691530,Tier-3,RG03,Civil Engineer,956747.0,Mass,Prepaid Mobile,PL001,Partner/Reseller,15-09-2025,6,Active,
C0001375,Ishaan,More,Male,31-03-1966,60,ishaan.more707@yahoo.in,+918719601860,"Door No. 119, MG Colony, Lucknow",CT0012,Lucknow,ST004,226802,Tier-2,RG01,Farmer,286668.0,Value,Prepaid Mobile,PL004,App Self-Service,16-07-2022,44,Active,
C0001376,Divya,Banerjee,Female,31-03-2000,26,divya.banerjee527@hotmail.com,+918282704054,"Shop No. 154, Lakshmi Nagar, Bhagalpur",CT0056,Bhagalpur,ST024,812403,Tier-3,RG04,Auto/Cab Driver,192342.0,Value,Prepaid Mobile,PL005,Partner/Reseller,01-03-2018,96,Active,
C0001377,Praveen,Ahmed,Male,31-03-1984,42,praveen.ahmed959@outlook.com,+916471485456,"Shop No. 166, Green Park Nagar, Jaipur",CT0011,Jaipur,ST005,302405,Tier-2,RG01,School Teacher,440180.0,Premium,Prepaid Mobile,PL006,Online,01-01-2014,122,Churned,27-03-2024
C0001378,Riya,Khanna,Female,31-03-1996,30,riya.khanna930@yahoo.in,+916055617056,"House No. 390, Lake Colony, Ludhiana",CT0031,Ludhiana,ST003,141174,Tier-2,RG01,Delivery Partner,199389.0,Premium,Postpaid Mobile,PL011,Retail Store,18-01-2023,38,Active,
C0001379,Aanya,Shaikh,Female,31-03-2008,18,aanya.shaikh598@hotmail.com,+919070616477,"Plot 283, Vasant Road, Noida",CT0010,Noida,ST004,201457,Metro,RG01,Self Employed,1918016.0,Value,Prepaid Mobile,PL003,Online,2022/08/27,43,Active,
C0001380,Pooja,Subramanian,Female,31-03-2006,20,pooja.subramanian993@outlook.com,+919819604967,"Door No. 395, Rajaji Marg, Bhubaneswar",CT0022,Bhubaneswar,ST023,751929,Tier-2,RG04,Freelancer,1272039.0,Premium,Postpaid Mobile,PL009,Referral,10-04-2024,23,Active,
C0001381,Devansh,Singh,Male,31-03-1974,52,devansh.singh476@outlook.com,+919042157526,"Flat 60, Model Town Road, Bengaluru",CT0003,Bengaluru,ST015,560943,Metro,RG03,Freelancer,226506.0,Value,Prepaid Mobile,PL003,Partner/Reseller,04-10-2016,113,Active,
C0001382,Anjali,Trivedi,Female,31-03-2006,20,anjali.trivedi627@rediffmail.com,+916664249091,"Flat 228, MG Street, Kolkata",CT0005,Kolkata,ST022,700376,Metro,RG04,Police Officer,378987.0,Mass,Prepaid Mobile,PL002,Partner/Reseller,13-10-2020,65,Active,
C0001383,Deepa,Pradhan,Female,31-03-1994,32,deepa.pradhan687@rediffmail.com,+918255904510,"Flat 269, Park View Layout, New Delhi",CT0001,New Delhi,ST001,110748,Metro,RG01,Freelancer,849825.0,Premium,Postpaid Mobile,PL010,Referral,07-12-2024,6,Churned,16-06-2025
C0001384,Sanjay,Pathan,Male,31-03-2000,26,sanjay.pathan624@rediffmail.com,+919309510542,"House No. 66, Industrial Sector, Hubballi",CT0047,Hubballi,ST015,580513,Tier-3,RG03,Doctor,1309632.0,Value,Prepaid Mobile,PL003,Retail Store,03-09-2014,138,Active,
C0001385,Ayaan,Subramanian,Male,31-03-2008,18,ayaan.subramanian246@gmail.com,+919071768582,"House No. 209, Hill Phase, Bilaspur",CT0059,Bilaspur,ST027,495788,Tier-3,RG04,Self Employed,1247358.0,Mass,Prepaid Mobile,PL002,Partner/Reseller,04-04-2020,71,Active,
C0001386,Mohit,Dutta,Male,01-04-1999,27,mohit.dutta348@yahoo.in,+916051230339,"Villa 288, Vasant Colony, Kanpur",CT0036,Kanpur,ST004,208962,Tier-2,RG01,Delivery Partner,185394.0,Premium,Prepaid Mobile,PL006,Partner/Reseller,08-08-2015,127,Active,
C0001387,Tarun,Chauhan,Male,01-04-1983,43,tarun.chauhan501@yahoo.in,+916136738980,"Flat 11, Civil Lines Street, Rourkela",CT0055,Rourkela,ST023,769945,Tier-3,RG04,Self Employed,1392027.0,Premium,Prepaid Mobile,PL006,Retail Store,20-03-2019,84,Active,
C0001388,Praveen,Mukherjee,Male,31-03-2008,18,praveen.mukherjee272@yahoo.in,+917349235033,"Flat 54, Old Colony, Guwahati",CT0024,Guwahati,ST026,781477,Tier-2,RG04,Retail Shopkeeper,608183.0,Enterprise,Enterprise,PL021,Tele-sales,24-06-2022,45,Active,
C0001389,Sarika,Mishra,Female,31-03-1984,42,sarika.mishra883@hotmail.com,+916635623269,"Flat 287, Vivekananda Street, Gwalior",CT0048,Gwalior,ST012,474817,Tier-3,RG02,HR Executive,1075673.0,Premium,Fiber Broadband,PL018,Online,15-12-2017,29,Churned,27-05-2020
C0001390,Zaid,Nair,Male,31-03-1994,32,zaid.nair279@rediffmail.com,+918399934682,"Villa 246, Nehru Layout, Ludhiana",CT0031,Ludhiana,ST003,141839,Tier-2,RG01,HR Executive,531103.0,Enterprise,Enterprise,PL021,App Self-Service,03-09-2023,30,Active,
C0001391,Kabir,Mehta,Male,31-03-1978,48,kabir.mehta603@yahoo.in,+919250397611,"Apartment 277, Vasant Road, Madurai",CT0028,Madurai,ST016,625603,Tier-2,RG03,Small Business Owner,1355325.0,Premium,5G,PL014,Online,25-10-2015,72,Churned,05-11-2021
C0001392,Rohan,Pradhan,Male,31-03-1980,46,rohan.pradhan706@rediffmail.com,+919082312668,"Apartment 19, Lake Phase, Kolkata",CT0005,Kolkata,ST022,700752,Metro,RG04,Auto/Cab Driver,457301.0,Premium,5G,PL013,Online,20-08-2024,19,Active,
C0001393,Kabir,Khanna,Male,01-04-2003,23,kabir.khanna52@gmail.com,+917019457368,"Villa 207, Subhash Sector, Warangal",CT0043,Warangal,ST019,506153,Tier-3,RG03,Self Employed,418535.0,Premium,Prepaid Mobile,PL006,Retail Store,27-01-2016,122,Active,
C0001394,Preeti,Pawar,Female,31-03-2008,18,preeti.pawar464@yahoo.in,+919078014489,"Apartment 300, Tilak Road, Ludhiana",CT0031,Ludhiana,ST003,141305,Tier-2,RG01,Doctor,1263796.0,Value,Postpaid Mobile,PL007,Online,17-02-2022,49,Active,
C0001395,Karthik,Chandran,Male,31-03-1981,45,karthik.chandran26@hotmail.com,+918699327475,"Door No. 4, Vasant Street, Chandigarh",CT0023,Chandigarh,ST009,160721,Tier-2,RG01,Factory Worker,292732.0,Value,Prepaid Mobile,PL005,Tele-sales,29-06-2022,45,Active,
C0001396,Amit,Chatterjee,Male,01-04-1987,39,amit.chatterjee545@hotmail.com,+918000826830,,CT0065,Shillong,ST034,793497,Tier-3,RG04,Police Officer,460139.0,Value,Prepaid Mobile,PL004,Online,16-06-2018,93,Active,
C0001397,Pooja,Pawar,Female,31-03-1988,38,pooja.pawar746@rediffmail.com,+918526938728,"Apartment 76, Shivaji Sector, Visakhapatnam",CT0018,Visaakhapatnam,ST018,530633,Tier-2,RG03,School Teacher,414904.0,Premium,OTT Bundles,PL020,Referral,24-07-2020,68,Active,
C0001398,Zaid,Goel,Male,31-03-1992,34,zaid.goel437@yahoo.in,+916096227925,"Flat 29, Patel Lane, Visakhapatnam",CT0018,Visakhapatnam,ST018,530744,Tier-2,RG03,Small Business Owner,1275946.0,Premium,Fiber Broadband,PL016,Online,01-01-2014,81,Churned,11-10-2020
C0001399,Sanjay,Das,Male,31-03-2001,25,sanjay.das495@yahoo.in,+916353764705,"House No. 330, Vivekananda Phase, Durgapur",CT0053,Durgapur,ST022,713364,Tier-3,RG04,Software Engineer,1432047.0,Premium,OTT Bundles,PL020,Referral,20-06-2022,10,Churned,30-04-2023
C0001400,Sana,Murthy,Female,01-04-1947,79,sana.murthy68@yahoo.in,+916045569329,"Villa 223, Old Cross, Chennai",CT0004,Chennai,ST016,600119,Metro,RG03,Retired,330916.0,Value,Postpaid Mobile,PL007,Online,24-09-2020,66,Active,
C0001401,Pooja,Chauhan,Female,01-04-1975,51,pooja.chauhan596@yahoo.in,+917225598801,"House No. 222, Vasant Lane, Thiruvananthapuram",CT0034,Thiruvananthapuram,ST017,695070,Tier-2,RG03,Freelancer,1367602.0,Mass,Prepaid Mobile,PL001,Retail Store,23-05-2024,22,Active,
C0001402,Lata,More,Female,31-03-2004,22,lata.more447@hotmail.com,+917078456099,"Shop No. 187, Tilak Street, Dehradun",CT0033,Dehradun,ST006,248876,Tier-2,RG01,Bank Officer,1413417.0,Premium,Prepaid Mobile,PL006,Retail Store,01-01-2014,135,Churned,09-04-2025
C0001403,Saanvi,Mukherjee,Female,31-03-1968,58,saanvi.mukherjee875@gmail.com,+919021815762,"Villa 334, Tilak Layout, Jamshedpur",CT0058,Jamshedpur,ST025,831764,Tier-3,RG04,Marketing Manager,1264323.0,Mass,Prepaid Mobile,PL001,Retail Store,18-06-2017,105,Active,
C0001404,Deepa,Kulkarni,Female,31-03-2006,20,deepa.kulkarni308@gmail.com,+917115578493,"Plot 117, Gandhi Layout, Surat",CT0019,Surat,ST011,395531,Tier-2,RG02,Retail Shopkeeper,,Premium,5G,PL012,Online,09-03-2014,144,Active,
